iter	MultiClass
520	0.1160732748
521	0.1159240252
522	0.1157928011
523	0.1155789739
524	0.1153457587
525	0.1150706226
526	0.1149823119
527	0.1148470734
528	0.1147357544
529	0.1145849598
530	0.114427338
531	0.1143508099
532	0.1142777885
533	0.1140986052
534	0.1139954987
535	0.1136859566
536	0.1134265149
537	0.1130957842
538	0.1129059725
539	0.1127369809
540	0.1125800172
541	0.1124719873
542	0.1122863163
543	0.1121577398
544	0.112040503
545	0.11183125
546	0.1115946288
547	0.1113259023
548	0.111139383
549	0.1109127712
550	0.1107790673
551	0.1105096936
552	0.1103043378
553	0.110092629
554	0.10990337
555	0.1097881841
556	0.1096376433
557	0.1095654257
558	0.1094851272
559	0.1092931233
560	0.1091820786
561	0.1090087663
562	0.1088466705
563	0.1087107513
564	0.1085645594
565	0.1084822802
566	0.1083613653
567	0.108248905
568	0.1080198812
569	0.1078546209
570	0.1076429312
571	0.107554118
572	0.1074290249
573	0.1072772982
574	0.1071493475
575	0.1070432486
576	0.1068218394
577	0.1066994259
578	0.1065135143
579	0.1063477376
580	0.1060908841
581	0.105941297
582	0.1058019757
583	0.1056313905
584	0.1054079712
585	0.1052648613
586	0.1051023371
587	0.1049624882
588	0.104781995
589	0.1047276421
590	0.1046433891
591	0.1044889388
592	0.104290899
593	0.104166051
594	0.1040607212
595	0.1039306793
596	0.1038084506
597	0.10360348
598	0.1034644254
599	0.1033279734
600	0.1031346998
601	0.1030213817
602	0.1029158009
603	0.1028047937
604	0.1026555827
605	0.1024257302
606	0.1021114809
607	0.101989544
608	0.1018503895
609	0.1016732925
610	0.1014495492
611	0.1013901632
612	0.101163334
613	0.1009755176
614	0.1007527597
615	0.1006539635
616	0.1005647924
617	0.1004577719
618	0.1003376205
619	0.1002016064
620	0.1001179086
621	0.09999392555
622	0.09991273744
623	0.09981439189
624	0.09956565985
625	0.0993648645
626	0.09928080654
627	0.09914456827
628	0.09905767588
629	0.09897204732
630	0.09876764046
631	0.09859200899
632	0.09847698793
633	0.09834307814
634	0.0982012135
635	0.09804750819
636	0.09792539158
637	0.09771709033
638	0.09759443925
639	0.09741901683
640	0.09731999793
641	0.09721439069
642	0.09711883067
643	0.09704082202
644	0.09676923659
645	0.09668869406
646	0.09649384409
647	0.09636943031
648	0.0962074823
649	0.09606071761
650	0.09589051188
651	0.09579221288
652	0.09561405456
653	0.09543477432
654	0.09521655893
655	0.09509400445
656	0.09500866557
657	0.09483645439
658	0.09471006717
659	0.09458204385
660	0.09443356173
661	0.09427727419
662	0.09416263115
663	0.09405585373
664	0.09395696098
665	0.09386909811
666	0.09377669665
667	0.09360223422
668	0.09349590143
669	0.09337530863
670	0.09317257277
671	0.09305458666
672	0.09293271913
673	0.09285240088
674	0.09276492229
675	0.09266818856
676	0.09260838049
677	0.09239369294
678	0.09233016473
679	0.09221338555
680	0.0921541835
681	0.09205499218
682	0.09185541438
683	0.09168368729
684	0.09158965267
685	0.09139543382
686	0.09124626485
687	0.09113010273
688	0.09097729951
689	0.09089491468
690	0.09076062556
691	0.09062301818
692	0.09049899535
693	0.09027319402
694	0.0901333931
695	0.0900794748
696	0.08998677477
697	0.08988289783
698	0.08975390685
699	0.08962065437
700	0.08953347196
701	0.08941865669
702	0.089337297
703	0.08927430313
704	0.08913381393
705	0.08893026309
706	0.08882893405
707	0.08875174375
708	0.08867084204
709	0.08846649272
710	0.08831170787
711	0.08817623703
712	0.08799313248
713	0.08785745587
714	0.08772732357
715	0.08767145243
716	0.08760363314
717	0.08749535295
718	0.08740269847
719	0.08733834692
720	0.08727517714
721	0.08721040439
722	0.08709142141
723	0.08701264289
724	0.08683393423
725	0.08673491107
726	0.08658133577
727	0.08646261028
728	0.08636588416
729	0.08629205502
730	0.08616826467
731	0.08612664558
732	0.08603635783
733	0.08579605089
734	0.08559811649
735	0.08550145078
736	0.08538419989
737	0.0852895691
738	0.08514614873
739	0.08507113628
740	0.08500199056
741	0.08486493445
742	0.08472139388
743	0.08460756856
744	0.08446829416
745	0.08428552251
746	0.08423632476
747	0.08406267466
748	0.08398852558
749	0.08391517132
750	0.08378059495
751	0.08372723564
752	0.08363778967
753	0.08352306458
754	0.08347256862
755	0.0833476291
756	0.08329638202
757	0.08319477351
758	0.08311722737
759	0.08302040092
760	0.08296208159
761	0.08283720299
762	0.08277734889
763	0.08262306332
764	0.08245634936
765	0.08235809941
766	0.08222523412
767	0.08208185677
768	0.08199874287
769	0.08189073742
770	0.08176133225
771	0.08162838059
772	0.0815516834
773	0.08149788726
774	0.08138612017
775	0.0813354902
776	0.08111557708
777	0.08098065592
778	0.08090011216
779	0.08082218301
780	0.08074368098
781	0.08067735654
782	0.08054032856
783	0.08047597573
784	0.08035021624
785	0.08020585879
786	0.08011353964
787	0.07998010648
788	0.07987629033
789	0.07977148878
790	0.07962086285
791	0.0794982135
792	0.07941001555
793	0.0792793994
794	0.07915917955
795	0.0790535582
796	0.07893767406
797	0.07881418617
798	0.07871273563
799	0.0786506068
800	0.07859420393
801	0.07853501281
802	0.07836324578
803	0.07830444829
804	0.07823851219
805	0.07815413795
806	0.0780873543
807	0.0779639157
808	0.07780679129
809	0.07771990499
810	0.07759534177
811	0.07748121547
812	0.07740454122
813	0.07732933746
814	0.07725889594
815	0.07719304077
816	0.07711236887
817	0.0769737708
818	0.07684729861
819	0.07671362155
820	0.07654501509
821	0.07647419972
822	0.07637067219
823	0.07631056231
824	0.07624820399
825	0.07614646431
826	0.07601439328
827	0.07592797692
828	0.07581750614
829	0.07568444937
830	0.07564125646
831	0.07556236583
832	0.07550612584
833	0.07541924606
834	0.07533784602
835	0.07529810137
836	0.07525126414
837	0.07520638091
838	0.07512889581
839	0.07504484547
840	0.07496079436
841	0.07480539368
842	0.07470354277
843	0.07462932356
844	0.0745055871
845	0.07446510974
846	0.07433199879
847	0.07425715567
848	0.0741761484
849	0.07413107118
850	0.07408605192
851	0.07399780509
852	0.07387413099
853	0.07381144905
854	0.07375416632
855	0.07368599265
856	0.07359365563
857	0.07345632399
858	0.07337188731
859	0.07331503294
860	0.07323093623
861	0.07317437838
862	0.07313422705
863	0.07303810046
864	0.07297929598
865	0.07290111938
866	0.07280209218
867	0.07274327466
868	0.07270295721
869	0.07265644305
870	0.07256671637
871	0.07251577022
872	0.07246552441
873	0.07239200108
874	0.07229716328
875	0.07226281333
876	0.07213044507
877	0.07207254767
878	0.0719012762
879	0.07184313519
880	0.07177677797
881	0.07168066536
882	0.07164114601
883	0.07160196794
884	0.0714842499
885	0.07143976666
886	0.07138737826
887	0.07130934582
888	0.07117233342
889	0.0711089529
890	0.07107073491
891	0.0710026288
892	0.0709126519
893	0.07076837849
894	0.070653577
895	0.07061414549
896	0.07056063523
897	0.0705085103
898	0.0704500855
899	0.07040043158
900	0.07032006304
901	0.07026464344
902	0.0701916609
903	0.07013156886
904	0.07003379515
905	0.06997662864
906	0.06993348359
907	0.06985633806
908	0.06972764301
909	0.06962664828
910	0.06956360363
911	0.06949769707
912	0.06941393171
913	0.06936742268
914	0.06929731313
915	0.06923774879
916	0.06920326837
917	0.06913727861
918	0.06904460741
919	0.06896271789
920	0.06889362286
921	0.0688562741
922	0.0687622824
923	0.0686235927
924	0.0685549356
925	0.06845646176
926	0.06840051037
927	0.06834483911
928	0.06829203257
929	0.06825456141
930	0.0681901321
931	0.0681156947
932	0.06803408603
933	0.06796029408
934	0.06791329443
935	0.0678166501
936	0.06773808121
937	0.06762445245
938	0.06757366031
939	0.06749482916
940	0.06743953143
941	0.06734186826
942	0.06730626104
943	0.06717844925
944	0.0670818882
945	0.06701317782
946	0.06691754783
947	0.06682079171
948	0.06677503289
949	0.06668075467
950	0.06665166809
951	0.06659282476
952	0.06651948724
953	0.06643259589
954	0.06635136384
955	0.06630392867
956	0.06622978696
957	0.0661261478
958	0.06604163093
959	0.06598336199
960	0.06592835061
961	0.06581705753
962	0.06577915462
963	0.06571530819
964	0.06566869463
965	0.06561421342
966	0.06553594424
967	0.06545809335
968	0.06536148054
969	0.0652924476
970	0.06525484889
971	0.06520051805
972	0.06514170948
973	0.06507650084
974	0.06499104484
975	0.06495288977
976	0.06484400053
977	0.06479977088
978	0.064759451
979	0.06467266173
980	0.06460571933
981	0.06452461542
982	0.06447339878
983	0.06441387223
984	0.06431999739
985	0.06427515691
986	0.06419949124
987	0.0641098197
988	0.06401855837
989	0.06399528461
990	0.06396025668
991	0.06390620877
992	0.06385691562
993	0.06378467361
994	0.06374514658
995	0.06369944839
996	0.06363391264
997	0.06357864431
998	0.06352307347
999	0.06346264691
