일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2021/11/08,"70,400","70,600","69,800","70,600",▲,"400","+0.57","11,121,981","780,514","0.17","714,776","-89,168","-829,363","-364,934","-1,483,095","51.20"
2021/11/05,"71,600","71,600","70,200","70,200",▼,"-400","-0.57","12,667,743","893,825","0.17","2,087,811","-905,068","-1,270,469","-1,279,902","-67,311","51.21"
2021/11/04,"71,200","71,600","70,500","70,600",▲,"200","+0.28","11,818,987","839,689","0.17","-1,743,969","1,947,030","-661,108","-262,179","-924,379","51.23"
2021/11/03,"71,700","71,700","70,100","70,400",▼,"-1,100","-1.54","12,770,428","901,885","0.17","3,748,000","-2,789,497","-1,101,459","-1,271,956","-1,046,456","51.24"
2021/11/02,"70,800","72,200","70,700","71,500",▲,"1,600","+2.29","16,812,570","1,204,673","0.17","-5,644,694","3,621,076","1,976,354","1,276,832","1,405,546","51.26"
2021/11/01,"70,200","70,600","69,900","69,900",▲,"100","+0.14","11,503,729","807,716","0.17","-1,367,521","3,003,169","-2,014,811","-795,835","-1,466,209","51.23"
2021/10/29,"71,200","71,600","69,700","69,800",▼,"-900","-1.27","17,016,151","1,196,597","0.17","4,050,479","-2,365,662","-2,312,745","-1,023,844","-2,918,858","51.26"
2021/10/28,"69,500","72,200","69,500","70,700",▲,"600","+0.86","20,644,902","1,459,533","0.17","899,791","1,281,744","-2,347,485","-3,036,893","485,499","51.30"
2021/10/27,"71,000","71,000","70,000","70,100",▼,"-1,000","-1.41","10,295,316","723,286","0.17","3,080,455","-1,005,822","-2,283,235","-2,062,407","-1,603,001","51.34"
2021/10/26,"70,600","71,500","70,400","71,100",▲,"900","+1.28","10,528,252","746,413","0.17","-1,247,398","1,812,123","-736,663","-978,304","-245,050","51.38"
2021/10/25,"69,900","70,600","69,500","70,200",▼,"-200","-0.28","10,029,621","702,792","0.17","582,794","988,462","-1,946,996","-1,609,965","-964,129","51.39"
2021/10/22,"70,000","70,700","70,000","70,400",▲,"200","+0.28","8,395,448","590,534","0.17","-644,269","762,404","-504,062","-215,588","-591,780","51.42"
2021/10/21,"70,300","70,600","70,000","70,200",▼,"-100","-0.14","10,891,094","766,060","0.17","203,876","-197,734","-274,646","-87,953","-307,470","51.43"
2021/10/20,"70,700","71,000","70,200","70,300",▼,"-300","-0.42","10,151,638","715,666","0.17","556,532","-829,527","440,161","144,431","-510,806","51.44"
2021/10/19,"70,800","71,000","70,400","70,600",▲,"400","+0.57","9,507,991","671,983","0.17","-504,814","910,091","-726,190","-402,045","-110,495","51.43"
2021/10/18,"70,200","70,300","69,200","70,200",▲,"100","+0.14","13,486,391","942,009","0.17","771,890","-2,117,009","1,071,364","552,394","-295,431","51.44"
2021/10/15,"70,200","71,000","70,000","70,100",▲,"700","+1.01","18,051,612","1,270,264","0.17","822,742","456,288","-1,622,404","636,398","-477,578","51.42"
2021/10/14,"69,000","69,800","68,800","69,400",▲,"600","+0.87","19,520,641","1,352,534","0.17","2,011,163","1,696,662","-3,834,973","-3,234,123","-1,148,329","51.45"
2021/10/13,"68,700","69,600","68,300","68,800",▼,"-200","-0.29","24,172,015","1,670,336","0.17","2,224,620","2,725,596","-4,878,645","-4,987,941","-2,886,844","51.51"
2021/10/12,"70,700","70,900","68,700","69,000",▼,"-2,500","-3.50","31,001,484","2,151,234","0.17","12,155,071","-1,421,202","-10,013,729","-8,992,614","-8,265,247","51.60"
2021/10/08,"72,300","72,400","71,500","71,500",▼,"-100","-0.14","14,043,287","1,009,009","0.17","2,612,855","-2,923,031","293,100","63,196","-1,434,690","51.76"
2021/10/07,"71,600","72,100","71,300","71,600",▲,"300","+0.42","13,683,532","981,528","0.17","1,266,151","1,391,358","-2,349,106","-2,494,998","-253,658","51.76"
2021/10/06,"72,600","72,800","71,200","71,300",▼,"-900","-1.25","18,956,962","1,361,134","0.17","1,374,960","-342,467","-899,088","-1,126,791","-902,157","51.80"
2021/10/05,"73,000","73,000","71,400","72,200",▼,"-1,000","-1.37","24,013,921","1,729,663","0.17","1,783,237","1,255,911","-1,581,184","-2,122,874","-1,584,333","51.81"
2021/10/01,"73,900","74,000","72,900","73,200",▼,"-900","-1.21","15,803,395","1,157,441","0.17","2,939,755","-2,187,817","-1,020,886","-1,095,520","329,989","51.84"
2021/09/30,"74,300","74,800","73,700","74,100", ,"0","0","19,919,361","1,478,002","0.17","1,200,402","-1,147,256","-94,613","-696,138","-2,066,451","51.86"
2021/09/29,"74,800","75,300","73,800","74,100",▼,"-2,200","-2.88","23,992,458","1,783,148","0.17","7,963,463","-2,510,784","-7,669,317","-5,340,363","-4,112,973","51.86"
2021/09/28,"77,700","77,800","76,200","76,300",▼,"-1,400","-1.80","15,406,382","1,182,788","0.17","3,964,819","-3,430,866","-938,037","-941,489","-1,390,400","51.99"
2021/09/27,"77,300","77,700","77,000","77,700",▲,"400","+0.52","11,699,798","906,520","0.17","-1,228,182","-52,979","1,509,147","1,460,459","-1,046,241","52.00"
2021/09/24,"77,600","77,700","77,100","77,300",▼,"-100","-0.13","12,247,274","947,459","0.17","-93,013","-756,408","-456,972","524,487","-754,393","51.98"
2021/09/23,"77,500","77,600","76,800","77,400",▲,"200","+0.26","17,055,590","1,318,209","0.17","-2,076,212","-255,513","3,023,706","2,184,023","-199,280","51.98"
2021/09/17,"76,300","77,200","75,900","77,200",▲,"1,100","+1.45","16,289,502","1,250,678","0.17","-1,423,386","-1,899,488","3,059,602","3,378,697","2,268,969","51.93"
2021/09/16,"77,300","77,400","76,100","76,100",▼,"-900","-1.17","13,067,622","1,000,181","0.18","1,713,334","-2,221,404","462,273","412,196","-752,467","51.88"
2021/09/15,"77,400","77,400","76,400","77,000",▲,"400","+0.52","12,829,128","987,847","0.18","-1,165,672","-737,351","1,782,940","2,162,859","157,490","51.88"
2021/09/14,"77,100","77,700","76,600","76,600",▲,"300","+0.39","18,167,057","1,404,206","0.18","-4,775,860","1,612,792","2,983,106","3,021,290","1,585,230","51.85"
2021/09/13,"75,200","76,300","75,100","76,300",▲,"1,000","+1.33","11,397,775","865,368","0.18","-2,498,668","1,059,634","1,339,317","834,265","970,746","51.80"
2021/09/10,"75,300","75,600","74,800","75,300", ,"0","0","10,103,212","760,038","0.18","303,748","1,003,909","-2,305,558","-1,456,943","-1,937,610","51.77"
2021/09/09,"76,400","76,600","75,000","75,300",▼,"-1,000","-1.31","17,600,770","1,329,972","0.19","2,070,124","-3,426,669","757,228","2,349,577","-1,437,901","51.81"
2021/09/08,"76,000","76,400","75,600","76,300",▲,"200","+0.26","11,798,147","897,864","0.19","-909,627","-247,030","729,456","659,156","568,126","51.80"
2021/09/07,"77,100","77,100","75,900","76,100",▼,"-1,200","-1.55","13,239,401","1,008,596","0.19","3,811,163","-1,419,474","-2,445,844","-1,954,617","-2,226,071","51.79"
2021/09/06,"76,800","77,600","76,600","77,300",▲,"700","+0.91","12,861,180","993,041","0.19","-1,333,798","37,993","1,631,431","1,001,855","931,781","51.83"
2021/09/03,"76,400","76,700","76,000","76,600",▲,"600","+0.79","12,096,419","925,331","0.19","-1,395,211","-1,168,959","2,192,334","2,396,117","916,558","51.80"
2021/09/02,"76,800","76,800","75,700","76,000",▼,"-800","-1.04","15,347,486","1,168,536","0.19","1,226,348","-2,040,546","422,209","765,171","885,284","51.76"
2021/09/01,"76,700","77,100","75,900","76,800",▲,"100","+0.13","16,114,775","1,233,406","0.20","-672,923","-176,396","3,167,596","349,708","451,407","51.76"
2021/08/31,"74,900","76,700","74,300","76,700",▲,"2,100","+2.82","24,630,370","1,864,084","0.20","-2,823,407","-2,015,664","5,313,815","4,171,489","3,921,866","51.70"
2021/08/30,"75,400","75,500","74,200","74,600",▲,"300","+0.40","12,686,999","945,673","0.20","735,358","330,007","-1,282,503","-1,396,680","3,611","51.61"
2021/08/27,"74,300","75,000","73,800","74,300",▼,"-300","-0.40","15,172,748","1,128,028","0.20","21,591","2,328,906","-2,830,816","-3,110,245","-1,413,589","51.64"
2021/08/26,"76,100","76,200","74,600","74,600",▼,"-1,100","-1.45","16,671,494","1,254,628","0.20","1,901,293","-741,494","-1,636,281","-1,534,967","-502,699","51.68"
2021/08/25,"76,200","76,600","74,900","75,700",▲,"100","+0.13","22,319,664","1,688,298","0.21","1,080,513","-1,008,188","472,461","621,783","-2,136,152","51.71"
2021/08/24,"73,900","75,700","73,900","75,600",▲,"2,300","+3.14","21,016,913","1,574,548","0.22","-859,758","955,111","-119,578","-166,774","125,423","51.70"
2021/08/23,"73,300","74,000","73,000","73,300",▲,"600","+0.83","19,384,648","1,424,675","0.22","1,107,449","2,591,194","-3,290,005","-3,927,014","-1,025,180","51.70"
2021/08/20,"73,500","73,900","72,500","72,700",▼,"-400","-0.55","22,364,803","1,633,796","0.22","2,750,802","272,706","-3,407,027","-2,362,380","-721,100","51.76"
2021/08/19,"73,500","74,400","73,100","73,100",▼,"-800","-1.08","22,166,298","1,630,829","0.21","2,753,844","-413,105","-2,519,654","-2,412,123","-291,604","51.82"
2021/08/18,"73,900","74,600","73,100","73,900",▼,"-300","-0.40","29,192,631","2,156,728","0.21","7,799,069","1,649,037","-9,641,056","-8,033,521","-3,043,783","51.86"
2021/08/17,"74,000","75,100","74,000","74,200",▼,"-200","-0.27","30,944,847","2,304,423","0.17","6,555,639","-449,658","-6,145,906","-5,057,606","-3,241,778","52.02"
2021/08/13,"75,800","76,000","74,100","74,400",▼,"-2,600","-3.38","61,270,643","4,575,268","0.16","32,111,108","-1,696,166","-31,636,407","-21,329,605","-17,058,910","52.12"
2021/08/12,"77,100","78,200","76,900","77,000",▼,"-1,500","-1.91","42,365,223","3,276,635","0.15","21,104,490","576,169","-22,108,863","-18,999,666","-7,139,291","52.65"
2021/08/11,"79,600","79,800","78,500","78,500",▼,"-1,700","-2.12","30,241,137","2,389,977","0.15","14,534,117","-1,496,008","-13,749,965","-10,017,361","-10,187,184","53.02"
2021/08/10,"82,300","82,400","80,100","80,200",▼,"-1,300","-1.60","20,362,639","1,643,108","0.15","5,592,256","-990,164","-5,207,680","-2,504,259","-3,405,355","53.25"
2021/08/09,"81,500","82,300","80,900","81,500", ,"0","0","15,522,581","1,267,668","0.15","2,383,113","-1,261,468","-653,399","-178,699","-1,222,577","53.34"
2021/08/06,"81,900","82,500","81,300","81,500",▼,"-600","-0.73","13,342,623","1,090,226","0.15","411,758","-50","-25,555","659,443","-1,418,117","53.35"
2021/08/05,"83,300","83,300","82,000","82,100",▼,"-800","-0.97","18,485,469","1,526,104","0.16","-935,788","1,697,978","-1,450,842","1,995,693","-2,390,553","53.35"
2021/08/04,"82,200","83,100","81,800","82,900",▲,"1,500","+1.84","25,642,368","2,117,643","0.16","-9,903,448","3,564,648","6,377,492","5,954,813","3,468,707","53.38"
2021/08/03,"79,400","81,400","79,300","81,400",▲,"2,100","+2.65","24,339,360","1,966,480","0.16","-9,806,426","1,611,103","6,975,107","7,336,635","4,839,218","53.27"
2021/08/02,"79,200","79,500","78,700","79,300",▲,"800","+1.02","11,739,124","929,154","0.16","-1,378,552","2,594,778","-1,162,550","-779,486","-785,115","53.15"
2021/07/30,"78,900","78,900","78,500","78,500",▼,"-500","-0.63","13,823,411","1,086,489","0.16","3,169,109","-1,527,827","-1,042,571","-1,901,357","-2,478,074","53.17"
2021/07/29,"78,800","79,400","78,800","79,000",▼,"-200","-0.25","14,360,453","1,134,761","0.16","1,777,192","811,443","-2,045,579","-2,711,601","-2,869,104","53.19"
2021/07/28,"78,300","79,200","78,100","79,200",▲,"700","+0.89","12,743,417","1,000,757","0.16","1,294,459","940,200","-2,579,092","-2,827,241","-723,413","53.22"
2021/07/27,"79,200","79,400","78,500","78,500",▼,"-300","-0.38","11,427,693","900,949","0.16","1,956,966","125,510","-1,819,544","-2,668,064","-493,795","53.27"
2021/07/26,"79,400","79,500","78,800","78,800",▼,"-500","-0.63","10,040,975","792,955","0.16","1,948,796","-689,456","-1,859,398","-1,630,367","-1,237,698","53.30"
2021/07/23,"79,700","79,900","79,200","79,300",▼,"-400","-0.50","9,098,910","723,398","0.16","73,257","707,095","-960,184","-1,070,450","-205,460","53.33"
2021/07/22,"79,000","79,800","78,900","79,700",▲,"1,200","+1.53","12,618,790","1,003,546","0.16","-2,489,540","2,922,199","-420,768","-1,045,943","1,091,546","53.35"
2021/07/21,"79,000","79,100","78,500","78,500",▼,"-500","-0.63","12,355,296","971,439","0.16","2,981,219","-616,526","-2,969,066","-3,174,043","-1,475,988","53.35"
2021/07/20,"78,500","79,000","78,400","79,000", ,"0","0","12,456,646","979,766","0.16","1,960,233","16,524","-1,574,645","-2,343,216","-741,327","53.40"
2021/07/19,"79,100","79,200","78,800","79,000",▼,"-800","-1.00","13,155,414","1,039,019","0.16","4,463,251","-1,996,031","-3,580,156","-3,168,676","-2,733,135","53.43"
2021/07/16,"80,100","80,100","79,500","79,800",▼,"-800","-0.99","10,859,399","865,953","0.16","2,053,976","-1,802,600","-100,075","-616,104","716,474","53.49"
2021/07/15,"79,800","80,600","79,500","80,600",▲,"1,100","+1.38","13,766,279","1,102,123","0.16","-3,360,570","759,576","2,578,998","623,550","1,347,393","53.49"
2021/07/14,"79,400","79,600","79,100","79,500",▼,"-300","-0.38","11,575,636","918,601","0.16","2,649,621","-1,164,230","-946,477","-1,387,250","-942,492","53.45"
2021/07/13,"80,000","80,200","79,800","79,800",▲,"100","+0.13","9,863,450","788,804","0.16","-371,218","547,562","26,167","-972,482","629,482","53.46"
2021/07/12,"79,900","80,000","79,500","79,700",▲,"300","+0.38","9,768,108","779,142","0.16","878,766","-374,348","-528,006","-1,013,330","-428","53.46"
2021/07/09,"79,600","79,800","79,000","79,400",▼,"-500","-0.63","22,720,577","1,801,821","0.16","6,839,619","-1,860,922","-5,613,962","-6,145,586","-4,242,243","53.47"
2021/07/08,"81,100","81,200","79,900","79,900",▼,"-900","-1.11","16,660,998","1,338,741","0.16","3,911,100","-2,255,559","-1,307,826","-1,906,728","-369,955","53.57"
2021/07/07,"81,200","81,300","80,300","80,800",▼,"-400","-0.49","15,992,202","1,289,551","0.16","2,882,015","-2,542,210","-307,916","-564,022","420,823","53.59"
2021/07/06,"80,600","81,200","80,500","81,200",▲,"800","+1.00","12,131,651","982,537","0.17","-2,120,887","844,558","2,944,697","1,104,477","885,349","53.59"
2021/07/05,"80,100","80,800","80,000","80,400",▲,"400","+0.50","8,330,969","670,346","0.17","-95,927","402,473","2,700,431","-281,739","-181,271","53.54"
2021/07/02,"80,000","80,400","79,900","80,000",▼,"-100","-0.12","8,753,097","701,207","0.16","2,700,799","-397,067","-2,595,173","-1,478,856","-1,287,139","53.50"
2021/07/01,"80,500","80,600","80,000","80,100",▼,"-600","-0.74","13,382,882","1,073,188","0.16","4,636,998","-3,019,732","-1,660,366","-2,085,609","-1,896,577","53.54"
2021/06/30,"81,100","81,400","80,700","80,700",▼,"-300","-0.37","13,288,643","1,075,902","0.16","1,118,147","-682,200","1,377,467","-333,496","112,457","53.57"
2021/06/29,"81,900","82,100","80,800","81,000",▼,"-900","-1.10","15,744,317","1,277,814","0.16","2,148,688","-1,908,867","673,501","233,263","-649,522","53.55"
2021/06/28,"81,700","82,000","81,600","81,900",▲,"300","+0.37","11,578,529","946,992","0.17","-815,189","-1,089,336","-2,005,739","1,604,853","-375,762","53.53"
2021/06/25,"81,500","81,900","81,200","81,600",▲,"400","+0.49","13,481,405","1,099,149","0.17","-1,699,629","2,456,045","-2,327,337","-556,305","-1,228,705","53.57"
2021/06/24,"80,400","81,400","80,100","81,200",▲,"1,100","+1.37","18,771,080","1,515,730","0.17","-1,862,121","1,917,564","555,001","-577,282","727,360","53.61"
2021/06/23,"80,500","80,600","79,900","80,100",▲,"100","+0.13","13,856,548","1,110,045","0.17","1,150,270","-848,282","-1,214,365","-352,494","-265,872","53.60"
2021/06/22,"80,200","80,300","79,900","80,000",▲,"100","+0.13","11,773,365","942,657","0.17","1,079,158","-672,784","-2,408,486","-782,162","360,601","53.62"
2021/06/21,"79,700","80,000","79,600","79,900",▼,"-600","-0.75","16,063,340","1,282,081","0.16","7,615,712","-3,275,182","-4,016,077","-3,565,228","-4,209,896","53.66"
2021/06/18,"81,100","81,100","80,500","80,500",▼,"-400","-0.49","14,916,721","1,202,369","0.16","4,934,552","540,319","-5,614,430","-4,656,651","-3,344,118","53.73"
2021/06/17,"81,100","81,300","80,700","80,900",▼,"-900","-1.10","14,007,385","1,132,293","0.17","4,307,918","-2,150,058","-1,302,414","-2,495,318","218,810","53.82"
2021/06/16,"81,500","81,900","81,100","81,800",▲,"900","+1.11","14,999,855","1,223,108","0.17","-2,811,072","-93,825","2,812,053","2,403,667","1,148,075","53.84"
2021/06/15,"80,900","81,200","80,600","80,900",▲,"400","+0.50","10,075,685","814,156","0.17","403,397","-859,171","294,212","37,085","805,173","53.79"
2021/06/14,"80,800","80,900","80,500","80,500",▼,"-500","-0.62","10,550,078","850,453","0.16","3,264,661","-2,304,546","-1,044,022","-1,085,839","-793,520","53.79"
2021/06/11,"81,200","81,700","80,700","81,000", ,"0","0","14,087,962","1,142,078","0.16","3,061,164","-468,320","-3,036,386","-3,118,251","-1,446,120","53.81"
2021/06/10,"81,300","81,400","80,900","81,000",▼,"-100","-0.12","17,586,995","1,426,082","0.16","1,957,791","-4,421,004","2,548,127","2,855,395","-1,395,645","53.86"
2021/06/09,"81,500","82,000","81,100","81,100",▼,"-800","-0.98","14,908,823","1,214,346","0.16","2,196,156","-2,859,758","1,081,726","-879,692","-290,992","53.82"
2021/06/08,"82,300","82,600","81,800","81,900", ,"0","0","12,781,226","1,049,385","0.16","-63,417","1,088,520","-1,092,997","-1,190,930","-1,097,678","53.80"
2021/06/07,"82,700","82,800","81,600","81,900",▼,"-300","-0.36","16,496,197","1,353,521","0.16","1,461,049","-65,911","-1,540,937","-1,402,140","-837,187","53.82"
2021/06/04,"82,700","82,700","81,500","82,200",▼,"-600","-0.72","18,112,259","1,487,791","0.16","1,541,949","-2,508,004","1,117,356","895,426","128,980","53.84"
2021/06/03,"81,300","83,000","81,100","82,800",▲,"2,000","+2.48","29,546,007","2,438,123","0.17","-9,811,661","4,543,398","5,793,452","4,817,313","3,870,611","53.82"
2021/06/02,"80,400","81,400","80,300","80,800",▲,"200","+0.25","16,414,644","1,327,714","0.17","-682,620","-937,675","2,388,075","1,531,471","801,514","53.73"
2021/06/01,"80,500","81,300","80,100","80,600",▲,"100","+0.12","14,058,401","1,135,462","0.17","-1,704,273","1,638,663","-368,018","-26,866","-320,747","53.69"
2021/05/31,"80,300","80,600","79,600","80,500",▲,"400","+0.50","13,321,324","1,065,281","0.17","-139,464","-3,086,975","3,086,470","2,493,262","2,652,670","53.69"
2021/05/28,"79,800","80,400","79,400","80,100",▲,"500","+0.63","12,360,199","988,666","0.17","-1,682,286","1,966,540","-178,501","-459,048","75,254","53.64"
2021/05/27,"80,000","80,000","79,100","79,600",▼,"-200","-0.25","23,198,510","1,845,463","0.17","2,074,615","27,633","-2,105,910","-1,714,028","-2,246,033","53.64"
